Metric ID,Project ID,Carbon Reduction (tons/year),Renewable Energy (MWh/year),Biodiversity Index
06c80c9b-f399-4003-84d0-e24f95c8e6a8,P04031,15622,,0.72
07775ab7-b2b3-4f78-bfe4-3bd5a095f70f,P04032,14408,,0.89
33ca2672-56f8-4355-a1d6-9db4ad368d38,P04033,5635,,0.91
ffb26671-5fa7-465b-8371-db61cc381bc3,P04034,27537,,0.69
948166a0-3a82-499f-aa8b-916a542027d4,P04035,2812,27165.0,0.67
e314161d-6434-4428-bee7-cab284d72879,P04036,43207,,0.83
e23bf38e-de20-4d66-987e-722a82156d24,P04037,5985,,1.0
c44d491a-30ca-4b61-863f-b168fd5361d8,P04038,10377,32868.0,0.83
36b8d71f-9aa6-4a2f-9f33-ff1bb68203fe,P04039,16116,93392.0,0.98
64f5c081-c649-4899-886f-970605c645b1,P04040,5644,29222.0,0.95
2876aa5a-00c3-4802-8b27-ffbf48d9e669,P04041,45872,74504.0,0.95
871e41a4-4551-4fb8-899c-50a90b594715,P04042,17067,,0.85
08eefab8-81d0-4778-b48c-2a4b5dad1f8b,P04043,34749,,0.61
fccdb89b-692f-4fbe-a1bf-5116a4e34b1b,P04044,42015,90748.0,0.72
cff25bb5-28ed-4f6f-8227-5637ee1c6b75,P04045,43785,,0.92
533babed-d339-498f-b8b0-200758129b32,P04046,7119,19631.0,0.58
16daaf1f-23ac-4f06-a8f0-626230d23a94,P04047,25967,48509.0,0.77
225867de-a71c-4f54-a547-f629bdb45857,P04048,21209,64899.0,0.98
b7cacc4f-7259-45ab-ba79-979500da3695,P04049,42060,9117.0,0.8
1d3a89dc-1770-4a1e-8587-d6c4027436ad,P04050,47391,37535.0,0.71
1318cacd-3dbe-4988-8b3a-e8c68f80489f,P04051,3769,92711.0,0.69
9d2d8457-555f-4060-8998-078f396bec17,P04052,17098,,0.86
4ff8e19c-9dc1-4cbe-b0a1-e81cd99b8bdf,P04053,47602,86350.0,0.73
c29910a7-baa6-4437-9cfb-44bbe124d9c3,P04054,24837,76657.0,0.54
79004f12-8f85-4f4c-bb24-e6fc82d6ddc7,P04055,20289,,0.6
d77851cc-2a0c-4b14-a571-9c9d08471587,P04056,44815,,0.8
ae003dc5-f91e-43fe-b41f-c01fe2c42307,P04057,34883,65189.0,0.84
47b590c4-7e4c-4807-b200-5bb94c14a889,P04058,12381,55170.0,0.57
fbce6d39-d27e-47bc-95ac-9ce28680b988,P04059,40127,62427.0,0.99
34d2db98-2bda-4362-9e06-0be4fec1c611,P04060,22780,39004.0,0.5
d963a01f-a27a-4af9-8a29-3a9642ffdb2f,P04061,13619,52691.0,0.98
2a742dc7-37e9-4a46-b483-358f1855082f,P04062,31348,16326.0,0.61
4a2aad20-bc80-4fea-988e-af87b287ccc2,P04063,23788,,0.81
e288860e-f080-4b20-a9a5-576406715ece,P04064,45026,78263.0,0.66
654daf96-0be6-4077-a1e9-8a95ba33d8a9,P04065,45721,8299.0,0.7
5650e4f2-8636-4f33-99b1-c3d3a5192ab9,P04066,33082,32521.0,0.54
59d074bd-a6e9-43ec-a6d0-a1d861ca5f55,P04067,30739,33714.0,0.96
77a59b05-dd15-4cf3-a75b-26eadc6c8c49,P04068,33828,77343.0,0.51
be5341e5-96d2-4129-a79b-10a7f75e2eba,P04069,10179,3253.0,0.6
cae55f82-d8d7-4177-8354-721c148efc7e,P04070,38170,43257.0,0.97
964740e5-ab56-4d94-87c7-530cb330546f,P04071,29752,,0.67
6251c200-92cb-4a15-aaf7-10a6b3daedad,P04072,44137,64956.0,0.85
6ffc491a-78c7-45e4-82ef-23164965b3ed,P04073,29686,53382.0,0.88
00442ac2-42c3-4b79-9ae4-3c52a4553ead,P04074,13231,,0.99
1efed7ad-72e5-48e4-bd15-d3467db8286e,P04075,39327,72820.0,0.53
ca35f09d-2227-46ec-be39-e0b35219b127,P04076,26081,35572.0,0.94
7b8199ec-52fb-47d4-8c25-2c38c048e7e0,P04077,17243,80044.0,0.6
8d4c82c7-6835-4532-bf7f-55557b2a7e7c,P04078,40209,72985.0,0.54
6259d546-bd23-4ea7-9c40-329fbb7db20e,P04079,5069,45237.0,0.85
86699495-e3a7-43dd-b39e-a30bf7ec5560,P04080,30916,45645.0,0.5
7e02bdf6-a987-4b93-9ce9-0fc295d4f337,P04081,29140,,0.63
d2d53b9f-ca22-474f-99f9-b7cf0d36b635,P04082,39289,,0.69
9a9de7ad-3efe-4517-bd91-0cdb5cd40ddd,P04083,36992,,0.71
5dab2a12-7f28-4cd0-9a79-cda2e9e003f0,P04084,36938,21771.0,0.69
ce2ca777-1c10-444d-8db4-13470d40bb93,P04085,6031,37804.0,0.75
2a17fef9-c928-49ef-8ae0-fa720e9c57b1,P04086,6375,,0.72
8df67a43-778e-42cc-addd-944ed32ec542,P04087,1566,66128.0,0.89
f5534f56-a0e5-4d5a-a3db-bbec8ee34607,P04088,23813,,0.78
3b9461c9-e194-4a4a-b8d9-06fa5f03b09e,P04089,6477,,0.66
1924da9c-4486-498a-9ef2-9ad5e245158e,P04090,19167,39013.0,0.63
99fd9998-786d-4cbc-8d9a-a9d940439305,P04091,48250,62128.0,0.7
8020919c-3ae1-4470-a906-d6f2f2ceae64,P04092,4158,,0.81
3888ef36-19c4-49e0-91d1-67c363e4b4b2,P04093,20240,68801.0,0.66
8f75b8ff-752d-4a49-8abe-71fd67c297cc,P04094,38538,,0.9
4ddbccee-a533-47db-9909-9a0ec54f70a0,P04095,21446,27212.0,0.57
50cda2c2-11ba-41d6-ad87-8a0cd7e2a5da,P04096,8737,86879.0,0.85
450a7124-d92b-49bf-b4b0-7d247893e033,P04097,34037,,0.91
ce810990-39d9-45b9-8032-f715739b497c,P04098,7980,,0.83
374932df-4d64-46fa-8b13-f9658f66cfa5,P04099,5566,79726.0,0.63
95f95eb9-0852-401c-b798-4e673d85fbe7,P04100,1174,82136.0,0.78
af6c4410-0d5c-44c3-9ca1-bde31b92806c,P04101,17383,,0.85
25b20a89-aab1-4f4d-8905-88b5a40e702b,P04102,35811,,0.95
39ff65eb-a6a1-4200-bb7a-033f5846b5ad,P04103,26895,77860.0,0.93
871ccf11-be64-46c9-acde-00ad2d9720a9,P04104,17939,85436.0,0.63
d63766ea-d31f-4b91-a2ef-e09c0043c01e,P04105,23753,,0.85
c16311da-fbe2-4d1f-878c-a076688c8ebe,P04106,43946,37496.0,0.88
c478578a-4a71-463f-825e-adf37a2aea13,P04107,23483,76451.0,0.93
19a38609-1dff-47f3-9e4f-d7faf5b74e50,P04108,33164,31334.0,0.64
98dc44ab-2cf2-4e50-844f-f9726e38419b,P04109,16413,29805.0,0.91
467f5110-2284-4870-99da-80146d9961df,P04110,3328,37041.0,0.71
9a407e95-24aa-4f1a-bef2-0d40e524e438,P04111,20898,52664.0,0.73
b3a7ea8f-a53a-4d73-84ce-431319ef8de1,P04112,24722,,0.97
ac38ef3b-8e2f-4e34-9f96-f21fe5229c4b,P04113,13843,36798.0,0.56
cc358008-b39b-488d-bc1d-c76776286e04,P04114,3183,,0.91
0e839e5a-d4c3-4839-8602-bff256f6a7e3,P04115,43007,91818.0,0.59
79bac5be-1988-4d33-b90a-32c008907655,P04116,35190,,0.53
0e74214e-d494-4fce-b15b-722f581592ef,P04117,37883,37260.0,0.58
b880488c-bfd7-417e-a50f-b704e4421d53,P04118,23672,68927.0,0.63
927054cc-c9f6-45db-b95d-b5c0fb317fc4,P04119,35836,34219.0,0.97
834a8c11-d89a-4bae-87b2-c5ab6512055d,P04120,7985,,0.73
e756a87d-2629-48e7-96e2-d4fc235e361c,P04121,29641,78811.0,0.84
d96fcaf3-ba9f-416b-9a25-1e5f854ea6f6,P04122,14448,89985.0,0.61
77b86bef-fc90-4ac9-b2dd-80565dc886e5,P04123,18587,65071.0,0.9
e7396305-a382-4b4f-b96d-df04e85d0d62,P04124,10747,36758.0,0.71
c152b031-a1c8-4d2a-baad-c6ccd1cb4226,P04125,42547,1302.0,0.6
ff557a8f-cf94-471c-bdc3-dd0af6ae0b6f,P04126,1169,52058.0,0.56
07a57a94-79ef-4d80-aa95-c35a0f50719a,P04127,30273,45455.0,0.6
ae336bca-3d67-4f4e-b77d-72b398cb750e,P04128,20884,84920.0,0.88
12c76420-50ba-4d5a-b897-5d474eaa61d8,P04129,47332,12976.0,0.7
18afb305-8dc8-402a-b1af-618031071d4d,P04130,3826,,0.63
ac70888f-31fc-4811-a0f8-3df441c388ee,P04131,37325,29700.0,0.67
36d6b76f-2eda-46a9-a97c-42c8634707d0,P04132,33932,87754.0,0.98
5a38e12e-2a65-4fad-8873-3a91a0e86bef,P04133,3136,95782.0,0.83
9b137c4b-a276-4a86-9bd4-a6c1c9a0523d,P04134,10179,20129.0,0.54
9c2f7026-0eb8-472c-be0f-6f624af82dd7,P04135,20756,,0.77
5fefbad7-6de1-435a-a16d-f673f600bc89,P04136,30032,13442.0,0.59
d25d88f9-e447-4c71-a032-a2345354aea9,P04137,10556,,0.68
a796cc05-459b-42e3-a35e-053bab588783,P04138,44336,92114.0,0.83
793c430f-20f3-4cff-9d65-6bd9eb69fc84,P04139,40627,66204.0,0.89
8884e960-cd6c-4923-a1ce-ef87c039f66d,P04140,43977,,0.72
9d860f9b-147b-4a39-9710-03273d117cd8,P04141,29568,,0.82
e8b53626-2b5c-4af5-a400-ecc9b5e16094,P04142,43322,65943.0,0.54
13e3e67f-0fff-4a42-b1a7-1e7c002273db,P04143,33936,8095.0,0.82
b83fcfcc-7062-4864-9cd0-cbd0cde7d22b,P04144,34355,,0.82
7a5b21f3-2561-4d59-8bc0-7944465cf77e,P04145,47179,90852.0,0.9
1303f106-7461-4650-9848-2916d2b59757,P04146,26564,89078.0,0.88
2030aa7f-58e1-450a-b5f3-d31a4ab148bf,P04147,1953,,0.75
dfb137e8-93d1-43c1-9cce-ce58d92e28f7,P04148,34591,59914.0,0.75
4b955c09-89c5-4a44-8ad4-d4109b875cb9,P04149,13643,,0.63
11841128-18f4-40eb-96f1-ba9acc0ca404,P04150,48585,92772.0,0.53
de19fc74-e8e8-469f-a034-e744a4cdedf5,P04151,31714,,0.77
0fce6184-efb5-420c-b798-7635e3733b43,P04152,7768,,0.59
7a39e985-082a-46e1-bee6-880368a73f2f,P04153,1431,47993.0,0.54
e0c94905-6f53-44ff-945c-406127ba362b,P04154,9443,,0.87
2082a361-3026-4964-a05c-ba7f97b58b70,P04155,49984,,0.91
5dfdcb9a-faa2-4f8f-ba77-d9c32787bb68,P04156,18552,4849.0,0.61
08f0afc0-72ae-46b3-87a2-3a001b4f2274,P04157,42789,55500.0,0.81
d922e5d7-aeac-439e-a9cd-77cfe537228b,P04158,21998,81443.0,0.58
f27f00ff-de32-42f3-b601-9f895342c957,P04159,6086,58655.0,0.83
a8fd3c9e-b4dc-4496-a07d-9ea671fe8e75,P04160,23145,,0.68
174395ad-c42f-4492-afb3-d63f82d127fe,P04161,5781,87385.0,0.62
831f3354-05c5-4351-9cdf-b79508386db1,P04162,48080,,0.99
f7bae6da-47f5-4f1b-a922-932160e96ed8,P04163,28939,,0.59
94a505b0-7a87-4a28-aa9e-bab2ca9ca0a9,P04164,16665,14769.0,0.54
eb193ae8-6987-4b9f-b38b-b2c807e37bdb,P04165,46005,17630.0,0.69
6c299421-dfb0-4a7e-b73f-1e4e7872357b,P04166,47192,9936.0,0.65
af444b56-0028-4822-a700-20254bcd45e4,P04167,45105,,0.8
29082e9f-b897-4c76-8fee-6882f52a67c4,P04168,6386,5508.0,0.65
0e5e1a21-157d-46d3-bf58-f948ad98c91a,P04169,18106,,0.94
624deab5-82fd-461c-be67-8d790bf1028d,P04170,42738,13731.0,0.67
a19f143a-4288-4da1-938b-6c42f0863fb5,P04171,1406,,0.75
f55b253b-4ef2-4569-862d-356edd4ef71f,P04172,24658,,0.63
3174ba48-2b21-49a4-8a6d-780e6f6d76b0,P04173,26185,,0.77
bd9b9c76-34ba-4456-93a3-5528000025f6,P04174,26431,,0.55
e8863df5-013c-4894-8075-7d81a1ab187a,P04175,44032,54454.0,0.67
5b1829d9-5fe9-4599-b017-df8eda70c19d,P04176,5520,93095.0,0.86
0962ffd3-f804-4416-b8ea-f8f3b9d56179,P04177,39570,,0.84
29c6aff4-c56e-463b-bea3-5284704fcfff,P04178,33358,,0.67
d8699d16-504f-4458-890e-b10d3cab7a63,P04179,29872,55619.0,0.96
f59c2e43-972a-4fa6-aa08-c6ea7f4da1fb,P04180,4764,26012.0,0.7
0816ad13-6541-4ecf-99b6-55fd0bc0fdf0,P04181,41310,24887.0,0.7
c802276f-98da-414f-a5d3-8e9a9d0b7e71,P04182,13316,11088.0,0.53
5268a2c6-64c4-45e5-ba88-bf36e04b8389,P04183,20739,24272.0,0.57
4c627ce9-048a-4682-9245-a624c5bffb5e,P04184,36933,,0.91
f99a49a6-98c9-4bcd-bef5-5f70e03dd3b6,P04185,6441,85064.0,0.53
7e9e2b88-9974-440f-96ab-15b511847052,P04186,21612,,0.58
b6ed264a-6f86-400c-901c-864edaaf6cc0,P04187,11209,,0.86
e9be8389-00d7-4dcd-b27c-a7649afeaeaf,P04188,25180,71468.0,0.85
3390b63c-da7e-4421-adcd-9ce5fe87a3a4,P04189,36716,6154.0,0.99
f74fb57c-9d5a-49ae-a5be-bf9a60132c85,P04190,46276,82561.0,0.99
c8d15ff7-b9c8-4f8e-82ee-7ed39fb16f8f,P04191,4394,10861.0,0.99
ac2dbb24-ff84-4b36-aedb-b166f194c948,P04192,10703,61013.0,0.73
ca85fb9f-0afc-4670-bba1-63bb14a26e04,P04193,6408,90236.0,0.84
bc5ec3de-9f09-434d-8b22-dfe5702c5253,P04194,47489,,0.7
f77caaa4-e440-4de3-8819-ed973fa162b7,P04195,47552,97388.0,0.86
a92ba17e-1b92-446c-b213-22de72df12c6,P04196,49774,,0.68
07385e2d-3322-4a4c-a8bb-9fb602332bc1,P04197,20028,37825.0,0.66
bc775a67-fe0b-49d9-afd9-4e79c7618320,P04198,30811,2085.0,0.76
7c7c1b59-abfa-4988-954e-fffa1f4f5769,P04199,26040,41020.0,0.76
a78e4291-b311-4061-80eb-d124a64b7905,P04200,29233,,0.79
5d2ff78f-ecfd-4b18-9e11-b193004f8b49,P04201,19507,30847.0,0.88
1e088b80-4e6a-43c2-91c7-461e22f66d4d,P04202,42072,11795.0,0.56
5ee79be1-a323-4b53-8ff0-7e55f908dc95,P04203,14517,35921.0,0.73
06c0daac-7fd0-4101-a32f-b8d15be1a504,P04204,38592,,0.55
ccbc4c55-4f52-41ce-93aa-368a139d1c88,P04205,47093,4116.0,0.51
39970c14-d7aa-431a-a7e4-c8d05e92ac17,P04206,49868,8207.0,0.74
ebbce589-a6f0-4784-9903-ed324b413fa1,P04207,1306,65853.0,0.86
0203963d-4fea-4571-b4df-8ecfdf2d1eed,P04208,40261,51250.0,1.0
65d3bb47-2447-4605-ae8d-0f9f61ac839b,P04209,12485,47675.0,0.87
992f06d0-8d16-4403-9967-0029be8151a0,P04210,6067,,0.55
5e2a3d46-8ae5-4fa0-8cec-38b31de4b569,P04211,2727,,0.72
d03c87f0-8a4a-46d1-ab1f-aad361571ac6,P04212,5686,,0.64
b7f76e3b-92f6-4309-9896-ef6629075109,P04213,10303,,0.64
c39ab315-e2c5-40f1-906d-d1e2a3c86112,P04214,16217,45445.0,0.54
2b31a861-beb1-4614-be04-0dde8df128e0,P04215,44768,,0.73
916ab5a2-79d5-4345-9a9b-c60488c970ad,P04216,27491,77503.0,0.89
575bdc22-aad5-4097-8d7c-3f987c47674e,P04217,24253,63025.0,0.97
0ca929ee-2b61-4437-92fd-5c4e2c062ff6,P04218,6780,70212.0,0.7
befc79fd-84ee-497b-a045-8d58f57e3bb0,P04219,32867,18376.0,0.87
b5fb37e7-2f85-4947-bba5-3e0180379867,P04220,17822,60659.0,0.93
8145fb4d-e7ba-44af-a26d-49fb0af6b4ab,P04221,16269,17451.0,0.82
f35a3b54-ebe6-4611-9739-d881be3aee06,P04222,4370,45173.0,0.78
34daf7fd-14f3-4241-ae2c-8fa7bb9be70b,P04223,23712,13373.0,0.53
aaefa569-81fb-476a-9fde-9cffbeff36cb,P04224,36357,,0.54
36ff9964-71af-48b2-967d-892d246fd70e,P04225,47783,69571.0,0.64
85752f0c-abbc-424d-a38d-e6559699adea,P04226,1644,,0.95
4ab42e52-ff40-4dc2-ae4a-1479397cc679,P04227,43753,30972.0,0.68
5e47c4de-86c2-4781-82be-dccda1de288d,P04228,46406,,0.79
77668c68-bb36-4e9c-ba7a-19c34b5b8f11,P04229,3726,80407.0,0.88
06a326f0-4f96-4cab-9860-23104fed8d90,P04230,5814,82212.0,0.53
b786d52e-3b1e-4e39-b89a-c6540c895224,P04231,48285,40257.0,0.72
564bf2bc-5084-42de-adb7-1e4bba2dac04,P04232,30365,93373.0,0.69
66da9af4-22c5-48a1-a83d-1a0494a19347,P04233,32591,95486.0,0.84
51af1c5e-7ed0-4c74-a874-4eb0d5acc814,P04234,27211,75767.0,0.67
8be66b61-8051-482d-9e0f-12a30fea6e89,P04235,22169,,0.74
f847ec28-6507-4bd6-875e-31769818c74e,P04236,3350,39311.0,0.66
8ad6472e-05bd-4db1-9c1f-98330e60c0f9,P04237,20277,12785.0,0.81
0becc503-f691-4996-8fe8-6c421baf8c82,P04238,47558,97833.0,0.81
14311c9c-df6c-4194-bfb8-bace1f338527,P04239,10720,3751.0,0.8
3a4aab7e-1dc0-430b-aea2-e6aee5fd0125,P04240,40791,99022.0,0.87
ec32eb49-91c9-44a2-980d-36a77a85d66c,P04241,30235,7272.0,0.72
17b36e2c-3970-4f51-8ec6-84f26605b27b,P04242,5098,16332.0,1.0
ec63d734-5a07-4ce5-94fd-8e022d04cf03,P04243,46685,,0.78
b67062af-4bab-40c3-ba2b-de1c619da1ff,P04244,17267,98720.0,0.64
61b26e3a-7478-4bff-a803-12f7d6d01574,P04245,26857,11253.0,0.55
e23f2e45-4411-4359-9da4-e0e36ae95a8b,P04246,3861,96728.0,0.86
e38de9dd-34cf-4eca-b1ab-298ecfefc944,P04247,27690,,0.71
b619ea8f-8bad-462d-a9cf-bfc73fa2b234,P04248,14567,13852.0,0.74
f4f1b8f1-c65d-45b2-b4f7-e3c90b4f443a,P04249,22317,,0.58
47b0a876-0b5b-46a9-a51f-2e08d4ebcddd,P04250,48075,,0.65
006c35de-367a-4abf-b188-98fdfd1d5260,P04251,4981,47397.0,0.86
f9db789d-265e-49b9-9601-560e22113fbb,P04252,26384,57756.0,0.85
c5c9d9ce-999b-492d-b709-f02da9fb7eb3,P04253,26221,93886.0,0.79
c5415bb7-e8f4-4c56-9468-458453c8c5a6,P04254,38221,5842.0,0.98
a813aa15-d113-4c98-adb0-072a14c502b9,P04255,19973,48721.0,0.99
503291ee-4416-40de-8c5d-858076264f16,P04256,37695,,0.51
14f66b52-180d-4311-9346-8a4165f5a856,P04257,27484,53865.0,0.56
95e1ca51-1348-4749-98ae-7865f8b0d91d,P04258,16300,6046.0,0.81
4d086174-4677-4be5-b7aa-e314126c99fb,P04259,47988,,0.58
b45ea278-077d-4b14-af76-8bc677548c9f,P04260,37598,,0.69
54b2caf8-297c-46b2-9b12-e94c68020162,P04261,40858,,0.75
e60ac5cb-5bcf-4f31-aa88-e51a62db94c6,P04262,27241,96685.0,0.92
ac904326-a3b2-4be4-bb62-fb13f26e0666,P04263,29937,59147.0,0.84
f28efd6e-388c-4523-b4f3-3016d41e46cb,P04264,15105,,0.81
7567ffbc-3305-4855-a095-5864a5edafb8,P04265,1370,58927.0,0.89
4523130c-871a-47ad-9351-464aed209ec6,P04266,5128,70009.0,0.74
7890c0ff-255b-439b-8161-48d900168299,P04267,11783,31095.0,0.99
a6b88c60-a447-4bc5-8121-48f36c8c8fd0,P04268,7435,56254.0,0.74
398db619-7343-4db1-8eac-7e28aac48f92,P04269,46396,91247.0,0.57
3ace1d26-c2d6-4083-b240-5c2539abf8ab,P04270,24113,65247.0,0.51
613231a1-0908-4927-a5b6-71b52209d0eb,P04271,13467,95060.0,0.76
fcf69015-a452-450b-b819-24183b2631c4,P04272,37455,81365.0,0.76
914f1797-0e10-49bb-9a62-478face4b689,P04273,6772,96672.0,0.51
8c3db86f-260a-4fc4-ac3c-d9598ea5b7e7,P04274,40320,53452.0,0.85
10758f75-6147-4019-b037-81cd7892f06e,P04275,25617,11463.0,0.98
47af5c63-8713-42d8-b50a-6d2d547d3d9d,P04276,4797,55526.0,0.59
419d6b4d-76cf-48ca-a207-5f34d9426b7d,P04277,15956,18125.0,0.61
7b1b3ef6-ad64-4530-bfe9-9838dc1f3c3b,P04278,24500,54348.0,0.96
e22c2d25-7a9b-4933-8d10-6da3e40c3a0f,P04279,11883,,0.63
65469cdb-01d9-4c16-83c0-f3987e5342b3,P04280,4358,64174.0,0.91
0573f8ba-d9cc-4c1e-81b7-c4b18f3c9db5,P04281,18146,32711.0,0.76
e70f362d-fbf5-44ef-9ad1-6e4464a59c57,P04282,16487,,0.5
84206639-79db-40ee-b491-e635df7e0f8e,P04283,8288,51955.0,0.72
af0654a9-fe54-4896-bcf2-3a8d5a4171c4,P04284,45923,8138.0,0.71
ac63c432-1030-4421-b475-fb36db73040c,P04285,49982,83257.0,0.74
3422c54e-172b-482e-ae8c-3c68fda2df27,P04286,17642,,0.75
50ca4152-20e5-4f52-979c-cfc1eda0e973,P04287,14309,,0.89
58c3d606-265a-41de-99db-22c5ed0090b7,P04288,1694,38617.0,0.64
27795da7-eb4b-4808-8803-e9fc4fdc3386,P04289,34890,13359.0,0.68
91e0dd2b-8bcd-45ff-a68a-3bbb8e03345d,P04290,33175,,0.53
8a42be3f-4ace-491b-a389-9f24c806a4af,P04291,4445,32791.0,0.59
07433b8a-81f6-4712-89e7-cd6bfd3e0275,P04292,41219,18710.0,0.8
5859ccfc-1db3-4ce5-b830-a7b9e9e542df,P04293,5009,39667.0,0.68
b07d5ea6-a58b-4d3f-8feb-6c8846a9f751,P04294,7559,16100.0,0.61
a5f6ac92-0cc5-4a1a-b19d-d4b38b27168a,P04295,27585,1249.0,0.82
39fd751e-34c0-4eed-8b0b-ca5671f98c30,P04296,46405,,0.65
67a2287b-8286-47f9-8683-74cb71265afd,P04297,8502,67404.0,0.67
72312744-4bea-4cde-8e7e-abeb526b0f3f,P04298,33306,48546.0,0.85
884d4afa-1718-43ad-bc49-1371972de7c1,P04299,43252,,0.78
2e92db61-e9f6-478f-b2b4-8fe5471581cc,P04300,13626,69204.0,0.88
f9f1431d-be5c-40a4-8963-4586bfd55941,P04301,32993,61322.0,0.52
bc4660d3-45a1-43b0-8592-0af9b3ee0eec,P04302,48690,56201.0,0.69
6fe667eb-670f-4276-be68-24c1ee9c6306,P04303,45315,,0.88
eaf7b8dc-2d6c-40af-8605-f1b9ab9b4825,P04304,6843,74506.0,0.62
542391c2-a38c-4643-a578-f1b244beac75,P04305,10626,66189.0,0.97
f644e20c-50af-4f95-8f66-c2c7314f3383,P04306,28677,93421.0,0.54
d0abc7f0-aea3-4564-aedc-53eec2c1b5a9,P04307,26259,99910.0,0.73
4b7780e5-0b66-4797-9c6e-ad0a4f1712bf,P04308,23059,72983.0,0.68
fa04ff68-9861-4f5f-974c-90399af39c0e,P04309,26767,56910.0,0.94
c388470d-7797-42c3-9676-2d292bab9948,P04310,8578,32419.0,0.54
dde164ff-a255-4e37-b426-59b89da62e3a,P04311,1793,6327.0,0.59
bd289f10-4127-49f0-904a-a05694702473,P04312,49109,60837.0,0.91
35a0cf42-673b-4403-a6a3-43df2bec9b41,P04313,42431,95610.0,0.7
4d284952-b1d2-4bb5-84c7-cb3c7ab4e898,P04314,45854,61286.0,0.96
1c4b6b4f-adb8-4349-9913-fa4abf6535c7,P04315,47738,15094.0,0.85
2a7d24a5-342e-4a4c-b0b7-e36b33665315,P04316,45429,73919.0,0.82
b518ee34-340b-48fa-bad1-d07fe4387f73,P04317,43046,,0.88
96da0d15-8227-4896-a48f-9d3e4b30f175,P04318,44236,54378.0,0.75
d88404cf-a9aa-46e8-8ee0-4539a37a7672,P04319,34071,13940.0,0.59
1f290639-7122-4d7e-8892-4305e7e01321,P04320,10217,,0.54
5d758300-008f-4276-aa81-30651f229793,P04321,16378,,0.55
3a4311cd-2b72-4ef7-91bd-e6b204c33f23,P04322,43371,61288.0,0.85
0dd4fc11-0190-431e-8935-313ffc52413b,P04323,11638,27054.0,0.82
65703326-acaa-47e3-ae7f-9ab3f3be41ca,P04324,44234,2992.0,0.67
ccc25bbc-bb5b-463f-93a9-4f570a1dd43e,P04325,39501,88605.0,0.79
026fa2d4-00d4-4dde-82a8-367e49c42d07,P04326,48352,90789.0,0.68
2b9b3af1-4a24-4492-b03b-9427b3b62767,P04327,39903,93594.0,0.8
6425d246-42ee-46f2-be65-3e3d61f9a70a,P04328,10506,97745.0,0.83
4e68c7f2-ada7-416d-9c62-dac903895d3f,P04329,28933,,0.56
ddb23c94-8647-4a3e-9551-f13fe6edf8b6,P04330,43360,,0.69
8e1db2d2-4171-4e53-9f68-367287ea2c64,P04331,15997,,0.7
3e08bbbd-52f2-4bec-9c8f-a4d986e7bf1c,P04332,25550,,0.52
5daa7da0-ab1f-4b38-b648-b00c756c708e,P04333,38472,22364.0,0.85
96f19c3b-cb0d-45f3-a4a7-f6659aa1ea59,P04334,15197,47996.0,0.81
1a4323fa-b51f-415e-876b-91a34bb64486,P04335,8614,55546.0,0.83
7e24207a-70e2-4442-9a3b-423dcd26dabd,P04336,45427,76380.0,0.85
5cd553c9-0903-4b1c-a919-ea27ba7e896c,P04337,49995,54471.0,0.71
e619330d-7fbe-42e3-a43f-c015e1bb9589,P04338,19533,10969.0,0.64
52eef95c-c083-48dc-a226-c316eda3d8a7,P04339,37798,68080.0,0.89
fd5eb765-9b49-4eab-91ba-ed2b5fb3a3a1,P04340,18645,98942.0,0.95
79d40820-462a-4ca8-9343-d701e2086cd1,P04341,19005,55353.0,0.74
aa75933c-d704-4fe3-8684-26c5c84744a9,P04342,36023,60768.0,0.91
40eef48a-ece1-46b3-8fbe-1535eca64daa,P04343,21897,82079.0,0.67
94b21830-1844-4c1b-85c6-f309d7961c29,P04344,37198,26818.0,0.98
9f5ed932-9e89-476a-b8c6-d8df2f32cdb1,P04345,30414,81394.0,0.83
f241884d-8edc-424a-bfb4-35299c0ab5dc,P04346,48087,,0.77
b2d09191-3c0e-4c60-ae3a-6018a8ed1875,P04347,18934,83340.0,0.67
592fe5a6-f9ed-46e8-96d4-802630cca525,P04348,33373,,0.58
304f1e60-d5fd-43c3-9e1f-659ee9920c06,P04349,6832,55875.0,0.96
384129a8-4b0c-4a3c-8b64-c3c7b97e7a29,P04350,4977,67894.0,0.63
6949f098-61bd-4c17-81d2-96942c60fea2,P04351,15782,,0.83
39926c56-fc06-4cfc-8379-4b1783d05aa2,P04352,46038,53675.0,1.0
f33a8513-a566-4323-b864-0cf01f182f47,P04353,12811,8058.0,0.72
7ef1014d-9ec4-45bf-b617-b1e0cf492d84,P04354,2471,,0.91
e4b4c200-e160-4996-b9c7-2511810e908a,P04355,46364,67438.0,0.59
67fa11b5-d9c2-4c37-bc10-061fcd2b2e73,P04356,10851,73033.0,0.9
52e585be-afdc-4d08-b90c-9ae0b91e0308,P04357,39818,65967.0,0.62
0be7cddd-5e8f-419d-a868-a56b7717c58d,P04358,6907,82717.0,0.77
dc9617d1-3b7c-45c3-8d2d-feda768b5386,P04359,16172,63317.0,0.88
c8c05dc8-06eb-4cd4-9526-61b36176f724,P04360,18607,3517.0,0.67
419c3ad1-33ae-44bb-ae67-478f5892610f,P04361,37242,5694.0,0.86
ab57079a-5640-424d-9410-7b511ffeac71,P04362,48684,84530.0,0.96
cc01cf7a-bee1-4804-8aed-1d04315d0fa9,P04363,31088,45668.0,0.91
