Metric ID,Project ID,Compliance Score,Transparency Score,Governance Rating
a112c177-44ce-4425-926c-8c27f905d3fc,P05902,0.72,0.71,C
11cd1f45-f7b1-419d-8016-d69a429790c2,P05903,0.91,0.84,A+
4c34654f-dd8c-49d4-85cd-faae935081dc,P05904,0.73,0.88,C
1fc9231a-f5d1-4100-a37e-dc9e98c31e32,P05905,0.73,0.82,A
a0fbd1ca-63b0-4117-87e9-2575f4bff101,P05906,0.75,0.92,A
827d79aa-403f-4a7c-98ee-46fc59edf7c8,P05907,0.89,0.84,B+
79faf2a3-5dc3-45ed-80a2-a370a5e2c51e,P05908,0.94,0.82,A
6a5cc664-15a6-4b3b-9a72-51391f4c6068,P05909,0.81,0.75,B
4cd5866c-44d6-43ca-ae5d-a59a8d922c1c,P05910,0.73,0.83,C
55708e2d-6a77-475a-8f72-f13adfda920e,P05911,0.85,0.9,B
4bb782a6-2092-4c5b-bcc4-d2e804a487ff,P05912,0.93,0.89,C
ca5652e7-7e14-4d1c-9c37-989554ec9432,P05913,0.85,0.71,A+
e9591f24-4d88-421c-a341-59b947cbd809,P05914,0.79,0.74,C
f7934be4-4e79-4871-8e72-c87bdd09057e,P05915,0.73,0.81,B+
888dd842-303d-4469-858a-4ed9128f6d0c,P05916,0.95,0.74,B+
ffdd2737-343c-496e-85da-82fca2e10a03,P05917,0.92,0.92,B+
2322a8b1-95aa-443b-9d4e-7b978e36c3a5,P05918,0.8,0.8,C
0b5088b6-2e05-46a7-b2ee-1b3d0731be37,P05919,0.77,0.87,B+
f5adb4fd-2af6-488b-891a-421c38fc786c,P05920,0.86,0.79,C
6c3646c2-ba42-48ae-91a6-871ae21b19b4,P05921,0.76,0.73,B+
9e580143-c521-4f2c-bc18-d2e1d99e0529,P05922,0.75,0.79,C
c32c6077-d883-4d66-99ed-a312faed374c,P05923,0.84,0.78,A+
9424583f-a695-4ed5-b027-b99ee63af214,P05924,0.87,0.81,B
70c0ce51-758b-4373-b920-4a449e004059,P05925,0.78,0.79,B+
2b571df2-996f-467b-bfb7-1576af74a054,P05926,0.88,0.73,A+
9d9ed1bc-4a85-4e63-ab43-26fc80462a6e,P05927,0.91,0.89,C
e4fce8a3-0757-4b0d-bb14-61a997dd636b,P05928,0.94,0.81,C
b84a242a-6e49-4803-9f8a-9162a829d5d4,P05929,0.9,0.85,B+
26442be4-a67c-4877-a2f0-b117b0d64b8a,P05930,0.88,0.89,B+
4d69b2e1-6af6-4d13-baab-361be6fb84a7,P05931,0.94,0.82,C
781859b8-bef7-4f69-8bcb-f873b62212c9,P05932,0.94,0.9,A
333dacbf-b1cc-4b60-ba6e-f64c8e21bae9,P05933,0.94,0.85,C
4257f584-39e5-48ed-98ca-e5b2679f0e4e,P05934,0.87,0.8,B
75c72c08-06da-4f3f-8155-34f2183f601c,P05935,0.72,0.74,B+
0edf356d-1049-478b-96c8-c7c06ccfd54c,P05936,0.89,0.79,B+
91c62f4f-9d34-424a-82ef-fcc8774922fd,P05937,0.74,0.83,A+
68ed2010-6d40-4357-9046-13d4138528b0,P05938,0.81,0.86,B
d1e4bf5d-0dc2-44d9-a731-f5d28e4f91a0,P05939,0.93,0.88,A+
f8ab7c42-2863-4429-9461-ab45dcf8eeb5,P05940,0.72,0.83,B+
33bb253e-49ee-443a-8a30-c827d7a63016,P05941,0.84,0.8,A+
6ee8d3c7-ed50-4cf4-9b81-af60ec5deca5,P05942,0.95,0.71,C
ce05c07b-d3a7-4fb0-ad2c-20d0d004f2d3,P05943,0.84,0.93,A
009e740b-b48e-44a0-8b64-0fe04c2594a7,P05944,0.94,0.78,B+
c44fa854-5344-4c61-8e78-00c13ff1f57d,P05945,0.73,0.95,B+
e977cceb-91a6-40ee-8c49-92bf13398ef6,P05946,0.9,0.83,B
2d683444-d7e6-4ccf-9e85-3c3c67625b30,P05947,0.79,0.95,C
4fe940d3-4e99-4381-839b-3d7a04f07c6f,P05948,0.8,0.89,A
04345a2e-bdbd-428c-8fd0-4334fc6ec799,P05949,0.84,0.77,C
17c5e3d4-bd5b-4eec-bbf9-164e81f42dde,P05950,0.88,0.88,A+
6ec7585f-0057-4d7f-86ec-93668f148e6c,P05951,0.84,0.85,A
b3eb5b03-e558-44bd-9589-e423046118be,P05952,0.93,0.93,A+
a9010d63-3efd-4733-8639-771ec83348b8,P05953,0.76,0.88,A
6ee21618-b78e-4bd4-bdae-708ea059d8fd,P05954,0.79,0.82,B
c3831105-c675-47bd-8491-dd64f6081aeb,P05955,0.82,0.73,C
fb0a903e-92c2-4464-b91b-6348fddc1ad9,P05956,0.82,0.72,A
11c7c336-ce45-4166-ac7f-56e3c7ddd390,P05957,0.82,0.88,A+
2d12cabc-f084-4dc4-bc2a-d22d7132864c,P05958,0.72,0.8,A
37a4dca9-06cc-4197-94db-dd9831419534,P05959,0.88,0.73,B+
5f103e1c-f732-4e5e-a36d-ac545b40c943,P05960,0.9,0.94,B+
f484783f-9113-4727-9a46-45db9e85b937,P05961,0.8,0.84,C
0ee52b68-9cd1-471c-a885-d92aa4f585ce,P05962,0.88,0.86,A
260e0a8a-da1b-4172-8b66-245158271843,P05963,0.84,0.76,B
61c35d87-a623-4fbf-a041-e480d9305ffd,P05964,0.7,0.92,C
8aed4a4c-5d82-4ff8-84f0-3d20c32497cc,P05965,0.83,0.81,B+
1c51b961-e0d2-4a3b-8399-b2d9b3684099,P05966,0.78,0.77,B
b1b5cc42-1c2c-4b13-89d4-cceca6030842,P05967,0.9,0.76,B+
7ac0cf42-00dc-461d-8295-0e9dea10da54,P05968,0.91,0.94,C
430b8510-a6d0-414c-80e9-60d350871b0d,P05969,0.92,0.86,C
2563f5c9-cd0a-4c0d-a885-e8d46fafe7c1,P05970,0.74,0.79,A
4fbc65fa-a918-4d9d-861f-2d2f2e3b13f3,P05971,0.79,0.8,A+
81b17d97-87af-4788-b78c-8526251c12c2,P05972,0.78,0.71,A
0cb76d5c-e131-4ddb-a6b5-ea20861723e2,P05973,0.88,0.81,B
1a105c7f-b454-484c-8d77-8ff6f9b9736e,P05974,0.76,0.7,B+
db7f6a97-34bb-48c0-8137-3fbe7026f861,P05975,0.92,0.72,A+
24d23d48-9cd2-4039-bb8f-dab8963567f4,P05976,0.82,0.77,A+
a9f56c63-ee84-4c39-b501-a275e52ec89c,P05977,0.71,0.83,A+
9242de26-ceae-4f18-afc5-e75b4659d1b9,P05978,0.94,0.74,B+
9f46c38d-188d-43ac-9d1d-a081919cb9a4,P05979,0.77,0.94,A
ff655971-15c2-4bef-a69e-9b8166afaebe,P05980,0.73,0.73,C
574e7c88-0158-4fe0-bc88-86d1f6954669,P05981,0.81,0.83,B
e4a51f63-499d-4b1c-aa6b-4b35e7f45857,P05982,0.72,0.77,C
5d22467d-e5ad-44e0-a1f1-efce9b7e4200,P05983,0.9,0.78,A+
7f51c034-3880-4cab-98b2-3174bb7bb3b3,P05984,0.89,0.87,A+
e6a4561e-755d-45cd-9459-fb0f56d3c327,P05985,0.84,0.76,C
da335411-add8-4d95-8d63-8362d009b85d,P05986,0.87,0.95,B
acb8a20a-042f-4bb3-9e79-653c853ff0d4,P05987,0.86,0.74,B
ca21608e-44d0-41d9-9366-25eab3273408,P05988,0.92,0.71,C
9a8499df-9220-4b22-a527-1ab4315dafad,P05989,0.79,0.8,A+
3423de90-8d2e-4f4b-b8dc-f6cf67605415,P05990,0.73,0.95,B+
5e676a18-32fb-4580-85d0-48e759630183,P05991,0.74,0.8,B
b6386218-eb91-43de-89ee-5613008a074d,P05992,0.88,0.89,B
5682570e-e59b-4626-8ca8-ec639c12307d,P05993,0.86,0.87,B
6008754b-d3b0-46c8-9513-e2f358eca484,P05994,0.86,0.71,B+
a532ebd0-872c-49cd-bc85-2bd36997df1f,P05995,0.71,0.72,C
213d36d7-185c-4d4c-977f-d343f533809a,P05996,0.73,0.87,A+
da0fb213-6281-43b1-84aa-331c0319774f,P05997,0.82,0.94,B+
7b29a165-68da-42c8-91c7-41badd73c921,P05998,0.75,0.85,C
9b08e4f5-cea1-4274-b90b-36cb82e093c6,P05999,0.79,0.77,B
49545482-ae2a-42ba-ad88-63cfef7f938a,P06000,0.86,0.88,A
7969b40a-31eb-4e7a-8bed-6c137d463bc4,P06001,0.86,0.85,A+
b8deb6a7-7a77-4e5e-b806-35dfa8e04adb,P06002,0.82,0.73,A+
418051ac-883f-4de9-b534-0f600164b882,P06003,0.94,0.82,B
2e34bec6-48ea-4a17-8819-64ca6aca3838,P06004,0.77,0.87,A
574bf43f-450e-443e-8541-34e245ac55b7,P06005,0.92,0.91,C
baf7d14c-e032-4bc1-98e3-6d125e352f00,P06006,0.78,0.92,C
6cd3024f-d58e-4fbf-92c5-0ef527bfbd22,P06007,0.94,0.71,B+
211dc943-6cd2-4ddd-b113-b2e694a745a3,P06008,0.76,0.74,A
da5ba6ef-1a45-4e51-8547-406a475f03aa,P06009,0.84,0.82,B+
4916e806-76e6-411a-8cc9-a95669ec72d1,P06010,0.92,0.94,B+
ec97fad2-3858-46a4-9acc-0c6eaaa2caf2,P06011,0.8,0.94,C
eb795ea4-0381-470c-85b5-33e436c62e8c,P06012,0.91,0.74,B+
43c85f38-380e-466a-9008-4881e019bc62,P06013,0.73,0.76,A
6f40ad08-e12a-4dbb-bd37-0444ee6cfb3d,P06014,0.88,0.8,B+
b3f4d706-6663-46dd-ac47-f89291489335,P06015,0.83,0.85,C
28869926-fe79-4e1f-9f7f-b6d49b5f6ab2,P06016,0.71,0.76,A
aaa19533-e6ad-4fcd-b4bd-403657bb73a5,P06017,0.73,0.92,B
d86f5bcb-803d-457f-b8e7-66feb6300657,P06018,0.85,0.87,B+
81d96ace-7d83-45a3-a2cd-cdf35c73e3ed,P06019,0.91,0.9,A
be1bf9ab-c73e-469f-893b-e99a3a849100,P06020,0.84,0.91,A+
259ce80e-c066-46ec-9446-fc9a5bfd9a40,P06021,0.91,0.85,A+
9392b9ba-8f9b-434c-8e69-092a858197fb,P06022,0.71,0.93,C
0bbf19f3-5a02-4e6a-8a0a-f0040571b83a,P06023,0.94,0.88,C
3086eb31-2b2d-407b-bc20-945aa6d123a4,P06024,0.83,0.84,B+
50c7ca59-2133-4642-86aa-abb64b888045,P06025,0.71,0.78,B
783eaa4f-7bab-4cc2-ba1a-c57e442e6400,P06026,0.77,0.92,B
9fd8cdbe-d4c6-420e-91f9-d9d49f8f1b1d,P06027,0.86,0.85,B
cb756abc-eccf-4a69-aca1-6aa9e3d002ef,P06028,0.76,0.74,B+
f525840c-f121-4ffa-a3fb-ddaa583c4b61,P06029,0.92,0.74,A+
d09826e0-edae-422e-a82c-bf5630adf554,P06030,0.94,0.89,A+
5702eba1-96f2-4e82-ae4b-d4cb89e6b9e0,P06031,0.87,0.74,B+
120fa4e7-8597-4d1c-b272-8e371f738e26,P06032,0.87,0.94,C
e95e5c9d-0168-4a65-88b9-2683ad327f0b,P06033,0.7,0.88,C
895c8f9d-0376-4e81-ba9b-919b5e0ad3de,P06034,0.78,0.9,C
7cbb3267-a478-4b0e-b8cc-994795a14e44,P06035,0.74,0.94,B+
29ae062e-b55e-4843-901d-b2efcbc168f0,P06036,0.93,0.73,B
4d326f9a-4697-4a07-853d-e929ecd3b8e5,P06037,0.78,0.89,A
3ae37b55-c508-4bd8-8e09-bc94ecbd4608,P06038,0.94,0.93,A
b90911e3-f21f-48f6-a416-a7dfdc64d2f5,P06039,0.91,0.94,A
dbcf7897-264d-4efc-996d-db9bf82829fb,P06040,0.78,0.89,C
2dc41d07-427a-4639-a99f-0faf1f088e7a,P06041,0.9,0.8,B+
5f7d24c4-cde6-46f3-9deb-bb874ec7c22d,P06042,0.83,0.93,B
5c35b288-7ef9-4a02-b80e-f0a80e220431,P06043,0.81,0.94,B+
8a513bdd-0457-4b3b-b680-102d806d2088,P06044,0.77,0.85,C
505bc00f-2473-42dc-be06-e143cdb5e4ae,P06045,0.94,0.7,C
8606398c-2137-4348-8169-6ff0208c24e4,P06046,0.85,0.73,B+
f9355342-c5be-46d4-895e-b5b813058226,P06047,0.79,0.89,B+
9c9c8a05-7de4-40e5-90d8-94a5757bdcf6,P06048,0.84,0.78,B
7609acc2-e4a5-46d3-9722-31eabed30060,P06049,0.86,0.74,A
29bcd423-f3f5-4587-99aa-ae006e973abb,P06050,0.8,0.71,A
81f65733-69a9-48d1-a153-4caac1d10a5a,P06051,0.87,0.9,C
c17d07b8-4c04-4651-a0fd-3835672aad03,P06052,0.75,0.74,A
cd4f2e61-0926-46d4-a822-c88a326c6f2b,P06053,0.86,0.91,B+
649613c1-ed19-492e-8d8b-41a56845864e,P06054,0.92,0.76,B
2cf5f6d8-3329-4513-becf-30c93f8d6fd1,P06055,0.75,0.73,B
b8a107dc-ccf5-4f41-ac44-be87781a81aa,P06056,0.88,0.72,A
9a0b08e6-d023-416e-92f7-433258d657e9,P06057,0.9,0.91,B+
61de29df-6c92-4e1d-a5bb-62bf15e1b8ac,P06058,0.71,0.89,B
f51352a2-4e7d-4314-a58a-db14b2f19879,P06059,0.8,0.87,A+
2cc0ee1d-a787-49b4-9396-05c102a9a845,P06060,0.74,0.89,C
52c09418-d665-4389-9b79-389d7512f12a,P06061,0.81,0.89,C
76109e4e-9ad8-43b6-b1ec-aa15cdbce7df,P06062,0.81,0.82,C
f851ae6c-789c-43d3-beec-6f4eadeb4cf6,P06063,0.83,0.87,A+
00c35c33-9c45-4f77-a91e-9d18dea779bb,P06064,0.74,0.87,B+
806f5916-b524-44e0-a36d-49d29e0a096d,P06065,0.81,0.83,C
4e716a32-2693-4da5-a229-52c187e9dbd5,P06066,0.73,0.92,B
dcc09943-32b3-4140-ae66-983ec4086ffa,P06067,0.75,0.82,C
879797d3-950e-485f-8190-c6f9c294de41,P06068,0.77,0.93,B+
b9029706-843f-488f-bb7b-346e6eca4da4,P06069,0.94,0.87,B+
c8c5ca23-b8a3-430e-906e-01fac916a826,P06070,0.84,0.75,B
6d9d029b-0c1f-405b-80ad-39d5783b0e72,P06071,0.9,0.77,A+
6d132a8c-c9ad-494e-be87-ebcc9f3f3d83,P06072,0.93,0.71,C
7b5b4a2a-7829-46b2-96f8-b0001a4bb0b7,P06073,0.81,0.94,B+
62984cf5-fa35-46e2-8b74-030df8b97c91,P06074,0.82,0.75,B
290ed8e3-22cf-430d-b00d-7abad3595c0a,P06075,0.82,0.93,B+
a011b43a-a81e-4ce6-be2e-3d7b899fc97b,P06076,0.95,0.75,A+
7bf1e70e-5c10-43b4-8f6d-ffb9e4f8f54f,P06077,0.92,0.74,A
bbc65b19-ad02-491d-aa54-b51d5fa74c43,P06078,0.85,0.86,B+
7baae28c-943f-48e1-9943-68bda9f28329,P06079,0.83,0.78,C
67bd9fa6-8bf3-4374-84f4-af78c96a1755,P06080,0.86,0.79,A
ebfaad2d-739c-43cc-8c28-fcd2ca018ed4,P06081,0.8,0.94,B+
0599137c-3eea-4309-b384-c1a4809e2c6e,P06082,0.78,0.84,A
2d729515-e80a-430a-9729-0a82f55e823e,P06083,0.76,0.9,A
21dca44d-0212-4fd4-908d-d06b7ea3f719,P06084,0.72,0.86,A
2d62fe3d-8e23-4911-b8ac-be8448866213,P06085,0.91,0.76,A+
47d18ff3-f1f2-4078-87a9-b05060ac681a,P06086,0.75,0.9,A+
a375b16c-e11a-4684-a45e-e03ec8ba0f85,P06087,0.78,0.71,A
16e6414a-c00b-4381-88a3-1f321271e6f8,P06088,0.7,0.89,A
43611fb7-bb85-4898-9af8-62a83687fbfa,P06089,0.73,0.88,A+
f1abe5a9-bff9-4024-9fb2-ee90a4443198,P06090,0.76,0.74,C
dae93923-8e1f-4393-a858-06e697b0cbd7,P06091,0.78,0.85,A
401f19ac-0405-40ff-9450-a39c3707afb2,P06092,0.76,0.9,B+
f3fa52e4-5c7a-4c57-a896-fcdb728de4b1,P06093,0.83,0.84,C
e607bcd3-c5a8-428d-84cc-dd55f1074a3e,P06094,0.9,0.75,B+
f440b8c2-88c0-40e5-8a5c-6a0462d025f1,P06095,0.84,0.88,A
fa8d774a-7ec5-4d25-8e12-aa7ca39e8c3c,P06096,0.94,0.73,B
79cef07c-2323-4bd4-96ed-a1d162904791,P06097,0.93,0.75,B+
674082fa-27a8-4283-bddf-6964aabbf949,P06098,0.87,0.95,B+
ca3ca2df-d5c8-47d8-b55d-08304aec4b5e,P06099,0.82,0.7,C
d538545c-dce9-495f-8b43-cf31cc034921,P06100,0.86,0.79,A
24b9a440-694f-4615-b571-1b11fb60a378,P06101,0.81,0.84,A+
8f11c8fe-9a36-4a45-b768-f9e92abbfae2,P06102,0.82,0.94,A+
dedf6655-4d8f-4b90-a558-4711d6b8fb13,P06103,0.92,0.74,B
b66fdb57-b209-407e-af06-8f5a0a48abb8,P06104,0.91,0.9,B
574d2cc1-b916-4602-9646-01ae07cf922a,P06105,0.87,0.81,C
b2aa4ef8-6d78-465c-88d2-2b961aad07e9,P06106,0.92,0.82,C
d08992df-573e-4236-85f7-7e36aceb6497,P06107,0.75,0.89,B
43904ff7-9725-43bb-9e56-67a058bdfbe1,P06108,0.73,0.72,C
f666b2d8-f629-4a3d-9d83-a8d75acae129,P06109,0.91,0.9,B
35182087-9239-4317-ae61-b21414975b6f,P06110,0.77,0.84,A
7e695691-5638-4258-ad22-69d0a2216753,P06111,0.85,0.81,C
918d8819-8d01-4c12-aaf1-8f0d4b13f66e,P06112,0.9,0.93,B
19ca38d6-b8fb-4685-b909-92379229aa4c,P06113,0.77,0.83,C
010716a9-464b-443e-aa72-57678548d763,P06114,0.72,0.78,A+
d5c1c85a-c4c8-4a08-9c68-587d04543f4c,P06115,0.91,0.92,A
e2f0f556-db91-440d-a0ae-44648a07c7cc,P06116,0.79,0.76,A
b284aee8-ce19-4770-aa1c-0a3bb486a8ec,P06117,0.71,0.8,B
75513be0-3a26-4456-bc9e-83596d545ed7,P06118,0.87,0.83,A+
51fc32ca-e725-49ed-8e89-384e74cd3ec0,P06119,0.75,0.91,C
cc64e238-810e-4e42-baa0-6594473855f3,P06120,0.78,0.72,A
61934c29-5991-4fc2-bb3c-04a62beb6437,P06121,0.93,0.9,B
e4e1dd05-520d-456d-9cc3-90030ad57781,P06122,0.86,0.71,B
a59d8747-1a9c-4367-af6f-488766ba8b2b,P06123,0.92,0.91,B+
7a8702ac-9386-45b4-a1fa-ad6b7a4beac6,P06124,0.71,0.9,A
2f0962a3-b19c-44bc-b110-54f7de2eb85a,P06125,0.82,0.77,B+
c9d5cbb3-cffb-4977-94c8-dfb25a266560,P06126,0.88,0.76,C
80e03735-afe8-480e-8687-076194a2a0e4,P06127,0.82,0.81,B+
d628d735-ad09-460b-a3e4-eba305711957,P06128,0.81,0.72,B
b13dc2d5-6fcd-48a9-8027-a494a1b18d9d,P06129,0.77,0.84,B
eb412f85-1c04-4a36-8b09-6578325f2f05,P06130,0.74,0.92,A
4042d96e-188f-4aee-99c2-940999d232f4,P06131,0.72,0.79,C
3cfc3cd6-d98b-405a-8f16-e55382e40c72,P06132,0.71,0.71,A+
220c079c-448b-4e41-a7c2-c5458daead55,P06133,0.72,0.75,C
8b223f07-fa94-461e-bcca-c5dcd661614e,P06134,0.8,0.92,A+
52d1c60d-7d0e-42fe-84a4-8af17b2f54b2,P06135,0.74,0.85,C
ff9a9d05-cc51-4463-87f1-8bc4910e48f0,P06136,0.76,0.91,B
77b789d6-6fe7-465b-aa66-ef65821acd48,P06137,0.72,0.79,A
f38de212-e62a-46e2-b3c1-806578468631,P06138,0.79,0.8,B
815ae01e-ec32-4962-9343-61e452520afe,P06139,0.76,0.77,A+
3b526fa6-e011-48f5-ba69-31d83a02c595,P06140,0.82,0.77,A
947c94a4-aad6-4723-8be9-ff5d56c1d030,P06141,0.8,0.71,B
12a4bf1d-012f-4b82-85e3-3d427dff4cc3,P06142,0.91,0.82,C
d9d0e7dd-a704-45c5-a98b-4a288645f262,P06143,0.83,0.77,B+
1605273f-7459-4450-923e-45a733dd89b8,P06144,0.9,0.84,A
d826a65d-7880-4929-b442-b843d451a7fe,P06145,0.76,0.85,A+
3defe401-dba4-4bf7-97ff-a36113cfb795,P06146,0.74,0.85,B
d5a32668-b995-44ea-a5a1-1f14f907c053,P06147,0.81,0.79,C
28330b94-1214-4de0-b6a0-1a479b2544ca,P06148,0.74,0.86,B+
4766bd78-2aaf-4731-8efe-e577de7b0ad6,P06149,0.75,0.95,A+
06218431-8b7f-4978-af38-c1a42761696f,P06150,0.94,0.93,B
cd29f0f2-616e-48d0-a5d3-02ea095c7605,P06151,0.76,0.94,C
536e859b-a0a3-4f92-bc35-0bb323447aea,P06152,0.76,0.79,B
ec2b197b-e3b3-4499-aeec-a2fb4f946cf4,P06153,0.76,0.81,C
63a78781-b723-4ba1-91c5-53a3a007a765,P06154,0.84,0.84,B+
dec684e0-6fc8-4f35-b74e-0d05f91a1b4a,P06155,0.82,0.71,B
6bf6c11e-80ba-464d-9573-f52c31e75591,P06156,0.86,0.86,A
bb27cab9-bf57-4b6c-b63b-a5bdda6849f7,P06157,0.9,0.89,A
2e83c85f-e401-4723-a3bc-483f8f40152c,P06158,0.89,0.95,A+
e7f31c19-a6bd-461a-ac3e-d3a1c2fb4b1e,P06159,0.87,0.75,B
e9b8ec1b-8227-4535-bba4-53f0bbe8dda1,P06160,0.73,0.75,C
0a84b8d8-9a24-42d2-89d9-f4484f8ce8b0,P06161,0.74,0.89,B+
c5816a62-e33d-4fea-886d-53638418cc92,P06162,0.9,0.78,B
4a8f74cf-39ef-4f5a-85c4-3cf0d3ee7a56,P06163,0.72,0.85,B+
a81f7336-beed-47b4-8e91-35e17b36d16c,P06164,0.72,0.91,C
2d54deb4-4125-4be6-bb7b-47d1a728c3f6,P06165,0.73,0.82,A
68340d66-a49a-4543-988c-f3ce435bf4a1,P06166,0.85,0.74,C
11124c1a-4aca-4436-90de-480e0cb06209,P06167,0.73,0.95,B
d163479c-f7ac-4966-bf86-b368770c8208,P06168,0.87,0.74,B
1276ada4-8649-4529-b1d0-ee4739347aaf,P06169,0.94,0.72,A+
a2bcb3da-e0f3-4ccb-a0b9-95da3b4f7413,P06170,0.74,0.94,C
6723e659-5b43-4a90-a10c-de7a5a652121,P06171,0.91,0.82,B
784eeaa3-c7e7-4ce1-8095-3abefb06e527,P06172,0.74,0.71,B
d2644f01-9104-48a9-9a6f-1aa37b9432ae,P06173,0.87,0.73,A+
8ef0929c-2bdf-4670-9c53-351f7c52866c,P06174,0.83,0.81,A
241f96c8-eb01-48f9-936c-d11a94f74337,P06175,0.9,0.88,B
eb94f5a7-9466-43bb-b397-c3f16c2a2f03,P06176,0.72,0.8,B
8d33856e-14b2-47c9-b010-5804fa7a0db7,P06177,0.88,0.7,B
59c2c85f-4556-45a3-b210-8915fe011b4f,P06178,0.81,0.86,A
c9098bfc-54c5-4fe9-9a07-21bb49c06ed5,P06179,0.81,0.78,A+
38bd0445-9ad7-4b7c-914f-25ec036444eb,P06180,0.79,0.93,A+
4af55452-6804-426c-b874-345071f4be27,P06181,0.9,0.9,A
94a15787-9796-4da6-9159-40686e0899a5,P06182,0.83,0.89,B
eea8f41a-65fd-4c5a-9101-ec8677491316,P06183,0.78,0.78,A+
15644c0b-dde6-4f1b-9d98-293a2748921d,P06184,0.9,0.93,B
e3b09f48-a8cf-4597-b43b-55a52f695d2e,P06185,0.81,0.9,C
63b77e66-afec-4157-a089-adf286a1959c,P06186,0.71,0.7,B+
ae48dbef-1a0e-48ac-931d-fdf2c6eccb6b,P06187,0.79,0.87,B+
c08ccd33-7a65-4b30-9a60-34c239fbca95,P06188,0.88,0.88,B+
23359e05-608a-4709-8ed7-ebc3fc43918a,P06189,0.89,0.76,A+
ad15ffab-2369-4ad5-98da-529bcb0c8653,P06190,0.74,0.87,A+
62f6d06f-3e02-41c2-8984-85a36426e021,P06191,0.83,0.86,B
d2c2ff41-a257-4e11-85cb-901acd63b055,P06192,0.88,0.84,A+
741df726-e104-42f9-8744-131507bec073,P06193,0.81,0.85,A
20ebc483-3c13-454a-be29-cefe0c1fea7b,P06194,0.87,0.85,B+
9928db5f-04b7-49cf-8c98-1d11e5671123,P06195,0.84,0.93,A
18e04f72-32ba-4542-aaea-aeab64a9df37,P06196,0.93,0.94,A+
7b2a3946-fde4-4589-af73-d038335e8b28,P06197,0.76,0.72,A+
fc2a9727-cb2c-4dfd-a291-0fd955dd49bd,P06198,0.82,0.75,A
3cbeedad-20eb-456d-b869-aee81ccf2eee,P06199,0.81,0.85,A+
2674270f-4b46-48ac-b0e2-badba6a73489,P06200,0.87,0.78,A
c1077321-ab37-4a05-aa54-7ba3d09d7f41,P06201,0.76,0.83,B
4629afd4-03d5-4be2-83dd-0bff8685b4eb,P06202,0.89,0.91,B
95661794-6404-4782-8b75-066dd15dcf88,P06203,0.72,0.87,B+
7afa55e1-7dfe-492a-92ac-46565e819d01,P06204,0.92,0.76,B
6074cf1e-a7c2-43b5-b022-a77aeda32ce1,P06205,0.92,0.73,B+
e4ab265c-c834-4a63-9f8d-663db1275994,P06206,0.78,0.72,A
d8f0a2ef-d723-4050-a5aa-8b8a14009719,P06207,0.8,0.81,A+
5caac5ff-e49f-4fa6-ab34-aec472ae4592,P06208,0.86,0.93,A+
a84cec86-4610-4fef-b4ed-f58ebc6e7430,P06209,0.72,0.93,A+
c80eadcd-09e2-400d-ae9b-cf368a2be95c,P06210,0.71,0.75,C
f6e6dea5-ccda-415b-8f3d-8fab1eea0b48,P06211,0.85,0.7,A
f383db22-5807-4806-b39e-9f6584f45c7a,P06212,0.87,0.89,C
0853614a-d9d7-46bb-8bab-c3175e67534d,P06213,0.93,0.76,B
dd67d963-52bd-4a5c-9ab4-61ba76537acf,P06214,0.84,0.72,B
aa91111f-384d-4be5-8e96-a7d7222b6b74,P06215,0.72,0.8,A
a07a02f2-ab9d-40b1-a659-a33b2a82d8df,P06216,0.73,0.8,B+
c1d0f64f-744c-4949-82c2-3a9308e1ca0c,P06217,0.82,0.79,A+
3b210dea-2bec-49e4-b511-581a3c1b5bf6,P06218,0.76,0.7,A
be08a9fd-b2a2-4bae-802f-58cda03b6064,P06219,0.94,0.93,A+
ebbe073b-9d25-4be2-8698-7b0c3ecf6b47,P06220,0.94,0.82,A
e95d95ba-f672-48c8-82c0-c62537958f8d,P06221,0.73,0.9,B
31fc588c-c88e-4dce-bf65-122f7bc5f1b3,P06222,0.95,0.88,B+
b40245d2-ed1a-4f80-8ed2-e57aada37ce4,P06223,0.73,0.94,A+
6acba389-fe22-4a84-b03b-469ddccb2186,P06224,0.86,0.84,B
7871f6e0-0fc2-4e93-9701-485b654383e3,P06225,0.85,0.84,B+
875ab887-11d2-45e5-9364-0b2c3818bbf5,P06226,0.88,0.77,C
c5af2174-fc82-4130-97f8-12a91fb2c125,P06227,0.84,0.73,B+
d4389bac-864a-488e-84b4-26ea57721c00,P06228,0.71,0.87,A+
b16b10e4-d21b-4035-80c0-aa00cfec89ec,P06229,0.71,0.86,A
579b509e-b512-40fc-88f6-0774f5da0b66,P06230,0.88,0.85,B
e0dab612-992b-44df-90aa-1733b6c53835,P06231,0.83,0.8,B
6cd383b7-d934-4c81-acd2-120891d77cb2,P06232,0.76,0.88,A
16193d27-8e4d-4e6c-9a23-cd539bdd16ea,P06233,0.7,0.74,B
c5ff8338-ac76-471d-a811-415b20a34fd3,P06234,0.84,0.81,B
9eceec77-7f73-4ffd-9c2f-05f990d70805,P06235,0.74,0.86,A+
f311ed77-b269-4440-a587-b4b37c9209dd,P06236,0.93,0.73,A+
2a739a54-2684-431a-b196-a12fda37111d,P06237,0.72,0.82,B
f02e586c-8eaa-46b9-97d7-a8e376887670,P06238,0.88,0.89,B+
4a730182-2102-42db-87d8-7f861c46603b,P06239,0.82,0.85,A+
