Project ID,Name,Sector,Location,Status,Budget (USD)
P05394,Project_J09UX6,Sustainable Agriculture,"Tokyo, Japan",Ongoing,8918523
P05395,Project_9FU71B,Sustainable Agriculture,"California, US",Completed,4526895
P05396,Project_XDGKEQ,Water Management,"Cape Town, South Africa",Proposed,2735001
P05397,Project_JCWZJI,Water Management,"Scotland, UK",Completed,9852662
P05398,Project_8PHUMC,Urban Development,"Delhi, India",Ongoing,8827213
P05399,Project_EQMCBK,Renewable Energy,"California, US",Ongoing,2631814
P05400,Project_NSKUS8,Water Management,"Scotland, UK",Ongoing,1871466
P05401,Project_12OFEF,Water Management,"Delhi, India",Proposed,9335995
P05402,Project_365JJK,Urban Development,"California, US",Proposed,7938970
P05403,Project_HRJSGW,Sustainable Agriculture,"California, US",Completed,8112802
P05404,Project_1YA1DL,Renewable Energy,"Cape Town, South Africa",Ongoing,7390960
P05405,Project_P5BWK6,Renewable Energy,"Delhi, India",Ongoing,9905857
P05406,Project_0GSULC,Sustainable Agriculture,"Delhi, India",Completed,8146877
P05407,Project_HLPXA6,Renewable Energy,"Scotland, UK",Completed,3228739
P05408,Project_2IZJCU,Urban Development,"Tokyo, Japan",Proposed,3421737
P05409,Project_PFLLAQ,Urban Development,"Cape Town, South Africa",Completed,7515100
P05410,Project_GRUT2Y,Water Management,"Delhi, India",Proposed,1009913
P05411,Project_KNJYJE,Water Management,"Cape Town, South Africa",Ongoing,3883801
P05412,Project_LVV31E,Urban Development,"Cape Town, South Africa",Completed,2155013
P05413,Project_2R58OB,Renewable Energy,"Delhi, India",Proposed,1555324
P05414,Project_Z97ZMQ,Water Management,"Scotland, UK",Completed,1918507
P05415,Project_16LF4V,Water Management,"Tokyo, Japan",Ongoing,2788706
P05416,Project_EF92DC,Sustainable Agriculture,"California, US",Completed,9436909
P05417,Project_0CMTGO,Water Management,"Delhi, India",Completed,2200676
P05418,Project_5T6OLB,Renewable Energy,"Delhi, India",Proposed,5124059
P05419,Project_9QHLR1,Urban Development,"Cape Town, South Africa",Completed,9881334
P05420,Project_9PTBB8,Renewable Energy,"Tokyo, Japan",Ongoing,2176352
P05421,Project_FT6F8Z,Water Management,"Scotland, UK",Proposed,2516073
P05422,Project_VJN4SR,Urban Development,"Tokyo, Japan",Ongoing,5007489
P05423,Project_AEQGQ1,Urban Development,"Scotland, UK",Ongoing,3150807
P05424,Project_GRFDHH,Renewable Energy,"California, US",Completed,9442193
P05425,Project_T0PP40,Urban Development,"Delhi, India",Completed,6985646
P05426,Project_EOHAII,Water Management,"California, US",Completed,2629467
P05427,Project_2OH0QU,Urban Development,"Tokyo, Japan",Proposed,5381932
P05428,Project_2Z3TRM,Urban Development,"Tokyo, Japan",Proposed,8398178
P05429,Project_NY6N6Y,Renewable Energy,"Tokyo, Japan",Completed,6304645
P05430,Project_AHTNY0,Water Management,"California, US",Ongoing,4982130
P05431,Project_CM6BT2,Urban Development,"California, US",Proposed,9250911
P05432,Project_CVMFCE,Urban Development,"Scotland, UK",Ongoing,7977887
P05433,Project_FH0MOS,Renewable Energy,"California, US",Proposed,8696208
P05434,Project_0FA9ED,Urban Development,"Scotland, UK",Completed,5357537
P05435,Project_0HTI2H,Renewable Energy,"Cape Town, South Africa",Proposed,4763266
P05436,Project_LVW7ZK,Sustainable Agriculture,"Cape Town, South Africa",Completed,4521554
P05437,Project_CR2DDK,Water Management,"Cape Town, South Africa",Completed,7434722
P05438,Project_2E14BD,Sustainable Agriculture,"Scotland, UK",Completed,1958496
P05439,Project_HP78B8,Sustainable Agriculture,"Scotland, UK",Proposed,4178226
P05440,Project_3VKB31,Water Management,"California, US",Proposed,8402850
P05441,Project_2PVTEM,Water Management,"Scotland, UK",Completed,1473292
P05442,Project_YFVDZL,Renewable Energy,"California, US",Proposed,1763319
P05443,Project_4EGS3M,Water Management,"California, US",Proposed,1768750
P05444,Project_BRQBDH,Urban Development,"California, US",Proposed,8167857
P05445,Project_SYUAV2,Sustainable Agriculture,"Delhi, India",Ongoing,7056057
P05446,Project_HLVGVB,Urban Development,"Tokyo, Japan",Ongoing,3653101
P05447,Project_HYG5UK,Renewable Energy,"Cape Town, South Africa",Ongoing,9624368
P05448,Project_MY7575,Renewable Energy,"Cape Town, South Africa",Completed,9436678
P05449,Project_7PPJ8Z,Renewable Energy,"Delhi, India",Proposed,1785875
P05450,Project_CX6KLE,Urban Development,"Scotland, UK",Completed,8639394
P05451,Project_ITG5VM,Water Management,"California, US",Ongoing,7080898
P05452,Project_EBC48Z,Sustainable Agriculture,"Tokyo, Japan",Proposed,7525672
P05453,Project_9NU9FK,Water Management,"Delhi, India",Ongoing,3859887
P05454,Project_CTCYMD,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,4405375
P05455,Project_R2N3KY,Sustainable Agriculture,"Delhi, India",Ongoing,2541949
P05456,Project_F962NC,Renewable Energy,"Delhi, India",Ongoing,6537718
P05457,Project_EQ73DD,Sustainable Agriculture,"Scotland, UK",Proposed,1546110
P05458,Project_08B5EO,Water Management,"Cape Town, South Africa",Proposed,4400825
P05459,Project_4CGOX3,Water Management,"Tokyo, Japan",Ongoing,1668016
P05460,Project_32C6KO,Renewable Energy,"Delhi, India",Proposed,8539812
P05461,Project_CU7X63,Sustainable Agriculture,"Cape Town, South Africa",Completed,1261567
P05462,Project_MLA2XK,Renewable Energy,"Delhi, India",Completed,4352147
P05463,Project_DTE4UE,Renewable Energy,"Tokyo, Japan",Completed,8146725
P05464,Project_951KOX,Urban Development,"Cape Town, South Africa",Proposed,1600240
P05465,Project_CT1RTT,Urban Development,"California, US",Completed,2983644
P05466,Project_IXVAM2,Renewable Energy,"Tokyo, Japan",Ongoing,4911147
P05467,Project_XBAAQF,Water Management,"California, US",Ongoing,1878499
P05468,Project_530ZWG,Urban Development,"Scotland, UK",Completed,4150203
P05469,Project_9UK0AI,Urban Development,"Delhi, India",Proposed,7069448
P05470,Project_1YE0KP,Water Management,"California, US",Proposed,9531817
P05471,Project_09UC1Q,Sustainable Agriculture,"Cape Town, South Africa",Proposed,8826957
P05472,Project_IYWV5W,Urban Development,"Scotland, UK",Proposed,4960315
P05473,Project_2LVQEG,Urban Development,"Scotland, UK",Ongoing,2740338
P05474,Project_HFBVH1,Urban Development,"Cape Town, South Africa",Ongoing,2247239
P05475,Project_1REP25,Sustainable Agriculture,"California, US",Completed,7136120
P05476,Project_DO0CNY,Water Management,"Cape Town, South Africa",Ongoing,3884024
P05477,Project_Z8R6N7,Urban Development,"Delhi, India",Ongoing,5211863
P05478,Project_USRR6X,Urban Development,"California, US",Completed,2328113
P05479,Project_45BBTE,Sustainable Agriculture,"Scotland, UK",Completed,2554982
P05480,Project_CSG7W0,Renewable Energy,"Cape Town, South Africa",Ongoing,5153366
P05481,Project_H1JJ6W,Water Management,"Scotland, UK",Proposed,5432128
P05482,Project_WR1MP4,Urban Development,"Tokyo, Japan",Ongoing,5048058
P05483,Project_SAB4MA,Water Management,"Delhi, India",Ongoing,8814976
P05484,Project_M3HCAV,Water Management,"Tokyo, Japan",Proposed,5178364
P05485,Project_DYW3R9,Sustainable Agriculture,"Scotland, UK",Completed,4389988
P05486,Project_H8NSGA,Urban Development,"Cape Town, South Africa",Proposed,4865896
P05487,Project_K7GCND,Water Management,"Scotland, UK",Completed,9927120
P05488,Project_TXULQO,Urban Development,"Scotland, UK",Completed,5592227
P05489,Project_PP9ZCI,Renewable Energy,"Scotland, UK",Proposed,3149581
P05490,Project_LTNGY6,Renewable Energy,"Tokyo, Japan",Proposed,4307698
P05491,Project_31PBBX,Sustainable Agriculture,"Cape Town, South Africa",Proposed,7642166
P05492,Project_779H7F,Renewable Energy,"Scotland, UK",Ongoing,8518314
P05493,Project_ONYSMY,Water Management,"California, US",Proposed,1294755
P05494,Project_5WLQ8N,Water Management,"Delhi, India",Completed,2551090
P05495,Project_NWB6TV,Renewable Energy,"Delhi, India",Proposed,5269658
P05496,Project_88A05Q,Water Management,"Scotland, UK",Ongoing,3225529
P05497,Project_WBYH0K,Urban Development,"Tokyo, Japan",Ongoing,5654573
P05498,Project_ZXD65V,Sustainable Agriculture,"Delhi, India",Ongoing,4311776
P05499,Project_E4IAJC,Sustainable Agriculture,"Tokyo, Japan",Ongoing,3315577
P05500,Project_NULJHK,Sustainable Agriculture,"California, US",Completed,5937554
P05501,Project_5TH8CA,Water Management,"Scotland, UK",Completed,2166014
P05502,Project_5CIBAS,Renewable Energy,"Scotland, UK",Completed,4980870
P05503,Project_KYGFTF,Urban Development,"Tokyo, Japan",Ongoing,3310854
P05504,Project_4L56FJ,Water Management,"Scotland, UK",Ongoing,3128378
P05505,Project_3T05O9,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,6309358
P05506,Project_COOOCS,Urban Development,"California, US",Proposed,1058485
P05507,Project_LWOPZ2,Urban Development,"Delhi, India",Ongoing,2386134
P05508,Project_EHEISC,Urban Development,"Scotland, UK",Ongoing,2208138
P05509,Project_PL028H,Urban Development,"Cape Town, South Africa",Proposed,4000702
P05510,Project_CARTW1,Urban Development,"Delhi, India",Ongoing,5362209
P05511,Project_DYW2BX,Sustainable Agriculture,"California, US",Proposed,5961642
P05512,Project_EL4NO1,Renewable Energy,"Scotland, UK",Ongoing,2999712
P05513,Project_Z31SJB,Urban Development,"Delhi, India",Proposed,3156157
P05514,Project_PH76O9,Renewable Energy,"Tokyo, Japan",Ongoing,6309106
P05515,Project_B0D8HD,Sustainable Agriculture,"Cape Town, South Africa",Proposed,3130717
P05516,Project_BX5KD9,Renewable Energy,"Delhi, India",Completed,5191974
P05517,Project_R4FFZM,Water Management,"Scotland, UK",Ongoing,7742724
P05518,Project_R6L11N,Urban Development,"Scotland, UK",Ongoing,7261665
P05519,Project_M9UO8N,Sustainable Agriculture,"Tokyo, Japan",Completed,3602748
P05520,Project_AH54K8,Water Management,"Tokyo, Japan",Ongoing,4127090
P05521,Project_850XIX,Sustainable Agriculture,"Cape Town, South Africa",Completed,3602873
P05522,Project_6B1FSL,Sustainable Agriculture,"Scotland, UK",Proposed,5927447
P05523,Project_IRBAZA,Renewable Energy,"Delhi, India",Ongoing,6001146
P05524,Project_K4SQHV,Urban Development,"Tokyo, Japan",Completed,4932368
P05525,Project_ZBIL8S,Urban Development,"California, US",Proposed,7370129
P05526,Project_U4BD48,Sustainable Agriculture,"California, US",Proposed,3409122
P05527,Project_OB7L5I,Renewable Energy,"Scotland, UK",Ongoing,7637785
P05528,Project_7X7N7D,Sustainable Agriculture,"Cape Town, South Africa",Proposed,7957306
P05529,Project_STPC1P,Urban Development,"Cape Town, South Africa",Ongoing,1468649
P05530,Project_4KF605,Water Management,"Cape Town, South Africa",Ongoing,2123654
P05531,Project_TD99WX,Sustainable Agriculture,"Tokyo, Japan",Ongoing,9935732
P05532,Project_68LJKJ,Sustainable Agriculture,"California, US",Proposed,3141142
P05533,Project_K2R9UZ,Renewable Energy,"Delhi, India",Proposed,3186867
P05534,Project_VNRMAF,Water Management,"Scotland, UK",Proposed,5559345
P05535,Project_Z9E5SE,Sustainable Agriculture,"California, US",Completed,2092944
P05536,Project_PMZUTP,Renewable Energy,"Tokyo, Japan",Completed,8003623
P05537,Project_QQTOJG,Sustainable Agriculture,"Scotland, UK",Completed,9947140
P05538,Project_CFNMQR,Water Management,"Scotland, UK",Proposed,7364715
P05539,Project_G8UDXU,Water Management,"Scotland, UK",Ongoing,1927227
P05540,Project_0IKW8N,Urban Development,"Cape Town, South Africa",Ongoing,8385953
P05541,Project_F8OL0V,Sustainable Agriculture,"Scotland, UK",Completed,2623791
P05542,Project_TFIHP9,Renewable Energy,"Tokyo, Japan",Ongoing,2319390
P05543,Project_UB1DGK,Urban Development,"Tokyo, Japan",Completed,1754744
P05544,Project_BZ2982,Sustainable Agriculture,"Delhi, India",Ongoing,2697259
P05545,Project_RRMZ51,Renewable Energy,"California, US",Proposed,3441018
P05546,Project_R8E4CN,Renewable Energy,"Delhi, India",Proposed,8210426
P05547,Project_T9R19I,Urban Development,"California, US",Proposed,9797515
P05548,Project_HNDARL,Sustainable Agriculture,"Tokyo, Japan",Completed,1517560
P05549,Project_6WOZZG,Water Management,"Tokyo, Japan",Ongoing,3719656
P05550,Project_LD2353,Sustainable Agriculture,"Cape Town, South Africa",Proposed,3916618
P05551,Project_W2417U,Water Management,"Cape Town, South Africa",Completed,9191783
P05552,Project_3XASFJ,Renewable Energy,"Tokyo, Japan",Proposed,9705344
P05553,Project_N6UZ0C,Water Management,"California, US",Completed,9840606
P05554,Project_EQQ779,Sustainable Agriculture,"Tokyo, Japan",Completed,9340645
P05555,Project_0BYDON,Water Management,"California, US",Completed,6212493
P05556,Project_HP0TTR,Water Management,"Cape Town, South Africa",Ongoing,7263819
P05557,Project_V50NM8,Urban Development,"Scotland, UK",Ongoing,4487616
P05558,Project_MWY88V,Sustainable Agriculture,"Delhi, India",Proposed,5853449
P05559,Project_EB1V7B,Urban Development,"Tokyo, Japan",Ongoing,2206795
P05560,Project_5WGL01,Renewable Energy,"California, US",Ongoing,8478735
P05561,Project_T63HZ5,Renewable Energy,"Cape Town, South Africa",Proposed,6741483
P05562,Project_Q8YEDZ,Water Management,"California, US",Ongoing,5793551
P05563,Project_6OOV5R,Renewable Energy,"Cape Town, South Africa",Completed,6969085
P05564,Project_C7Y7HI,Renewable Energy,"Delhi, India",Completed,3811647
P05565,Project_MMX12I,Sustainable Agriculture,"California, US",Proposed,2521493
P05566,Project_QJJ9CV,Renewable Energy,"California, US",Proposed,9000071
P05567,Project_HM4LDH,Urban Development,"California, US",Proposed,4944366
P05568,Project_IH2GUS,Sustainable Agriculture,"California, US",Completed,9533437
P05569,Project_8QT3FB,Sustainable Agriculture,"Cape Town, South Africa",Proposed,3996845
P05570,Project_18K2XN,Sustainable Agriculture,"California, US",Completed,7234621
P05571,Project_LKB6P9,Urban Development,"Cape Town, South Africa",Ongoing,2772204
P05572,Project_ADLWMA,Urban Development,"California, US",Proposed,8600809
P05573,Project_A4HWLM,Renewable Energy,"Cape Town, South Africa",Ongoing,9793500
P05574,Project_89Q5IR,Water Management,"Scotland, UK",Ongoing,8279271
P05575,Project_JFII98,Renewable Energy,"Delhi, India",Proposed,8909142
P05576,Project_RT6OGF,Urban Development,"California, US",Proposed,3473203
P05577,Project_W6IIZB,Sustainable Agriculture,"California, US",Ongoing,2608580
P05578,Project_XYG0KT,Sustainable Agriculture,"Tokyo, Japan",Ongoing,7719689
P05579,Project_KB7AN4,Urban Development,"Cape Town, South Africa",Proposed,1885267
P05580,Project_EJ1HIY,Urban Development,"Tokyo, Japan",Ongoing,9951204
P05581,Project_9TTYBC,Sustainable Agriculture,"Delhi, India",Completed,5301555
P05582,Project_EMATIZ,Water Management,"Scotland, UK",Completed,8126012
P05583,Project_DJHILS,Renewable Energy,"Delhi, India",Completed,2745027
P05584,Project_ILB11W,Renewable Energy,"Scotland, UK",Proposed,4565855
P05585,Project_6RAN9D,Renewable Energy,"Tokyo, Japan",Ongoing,5644057
P05586,Project_3VLO6J,Renewable Energy,"Delhi, India",Proposed,9082502
P05587,Project_YZ16T4,Water Management,"Tokyo, Japan",Completed,9300412
P05588,Project_94N2W8,Renewable Energy,"Cape Town, South Africa",Ongoing,3410839
P05589,Project_WZ30O0,Renewable Energy,"Cape Town, South Africa",Proposed,7314163
P05590,Project_59COFU,Urban Development,"Delhi, India",Ongoing,9775954
P05591,Project_LZJBR8,Water Management,"Delhi, India",Proposed,3803633
P05592,Project_A8YMAQ,Sustainable Agriculture,"Delhi, India",Ongoing,3119403
P05593,Project_WMMLDB,Sustainable Agriculture,"Cape Town, South Africa",Proposed,8102580
P05594,Project_8NMJ7W,Sustainable Agriculture,"Scotland, UK",Ongoing,4628931
P05595,Project_22TGYR,Urban Development,"Delhi, India",Completed,1163200
P05596,Project_OCZK11,Sustainable Agriculture,"Delhi, India",Ongoing,4819968
P05597,Project_9BCS7Y,Sustainable Agriculture,"Cape Town, South Africa",Proposed,6017453
P05598,Project_NJG95M,Water Management,"Scotland, UK",Ongoing,5787402
P05599,Project_Z96MC1,Water Management,"Tokyo, Japan",Ongoing,1584401
P05600,Project_NXPZHZ,Water Management,"Delhi, India",Completed,4529082
P05601,Project_VKRMGU,Renewable Energy,"California, US",Ongoing,5404430
P05602,Project_P0XKR3,Sustainable Agriculture,"Delhi, India",Completed,8218204
P05603,Project_MYR95O,Urban Development,"Delhi, India",Proposed,9632924
P05604,Project_G01SVS,Sustainable Agriculture,"Scotland, UK",Ongoing,1565098
P05605,Project_ZINCR8,Renewable Energy,"Cape Town, South Africa",Ongoing,8144009
P05606,Project_S6OMM3,Renewable Energy,"Delhi, India",Ongoing,3175291
P05607,Project_Q7LXCK,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,3447790
P05608,Project_F2BT8F,Urban Development,"Scotland, UK",Proposed,9697800
P05609,Project_73A535,Urban Development,"Tokyo, Japan",Proposed,9050920
P05610,Project_DTNWJJ,Sustainable Agriculture,"Scotland, UK",Ongoing,9979904
P05611,Project_KG2ERT,Sustainable Agriculture,"California, US",Ongoing,6353889
P05612,Project_R80J7V,Urban Development,"California, US",Ongoing,5551069
P05613,Project_KOK808,Renewable Energy,"Tokyo, Japan",Ongoing,8104575
P05614,Project_B3BJEK,Renewable Energy,"Delhi, India",Completed,5380969
P05615,Project_N2E7IV,Renewable Energy,"California, US",Proposed,5630022
P05616,Project_FXSSTN,Sustainable Agriculture,"Cape Town, South Africa",Completed,4270967
P05617,Project_WDOZCY,Renewable Energy,"Delhi, India",Completed,8856325
P05618,Project_JOBM62,Renewable Energy,"Tokyo, Japan",Proposed,1269172
P05619,Project_JKIJ3L,Renewable Energy,"California, US",Completed,8114403
P05620,Project_JNPF76,Renewable Energy,"California, US",Proposed,3244487
P05621,Project_TBPGVV,Renewable Energy,"California, US",Completed,8756101
P05622,Project_ZAP93F,Renewable Energy,"Delhi, India",Proposed,6288564
P05623,Project_3BQK1W,Urban Development,"Scotland, UK",Completed,9416536
P05624,Project_7QHWNO,Renewable Energy,"Scotland, UK",Ongoing,7714995
P05625,Project_ENDQD0,Urban Development,"Tokyo, Japan",Ongoing,1511526
P05626,Project_HZNV0G,Water Management,"California, US",Proposed,2237489
P05627,Project_TE17OK,Urban Development,"Cape Town, South Africa",Ongoing,5828543
P05628,Project_VTR0M5,Water Management,"California, US",Ongoing,6536161
P05629,Project_60860D,Water Management,"Cape Town, South Africa",Ongoing,7733698
P05630,Project_K5OBOA,Urban Development,"Tokyo, Japan",Completed,3559307
P05631,Project_HQUKED,Renewable Energy,"Tokyo, Japan",Ongoing,2599090
P05632,Project_WD6X2C,Urban Development,"California, US",Completed,5882759
P05633,Project_Z83PR6,Water Management,"Delhi, India",Ongoing,7640393
P05634,Project_5KQWVJ,Water Management,"Delhi, India",Proposed,6747709
P05635,Project_T7KQ7J,Renewable Energy,"Tokyo, Japan",Proposed,8632419
P05636,Project_OOEGGX,Urban Development,"Delhi, India",Proposed,2537571
P05637,Project_1R6TYA,Water Management,"Delhi, India",Proposed,3659803
P05638,Project_HKBL6J,Urban Development,"Delhi, India",Completed,4314254
P05639,Project_E1927L,Renewable Energy,"Delhi, India",Ongoing,9627203
P05640,Project_DPEVC5,Sustainable Agriculture,"California, US",Ongoing,2731149
P05641,Project_GRPY33,Sustainable Agriculture,"Delhi, India",Proposed,5250713
P05642,Project_UN2G3A,Sustainable Agriculture,"Delhi, India",Completed,9902527
P05643,Project_RMI30M,Urban Development,"Tokyo, Japan",Proposed,9908668
P05644,Project_HQM3BD,Sustainable Agriculture,"California, US",Proposed,8998395
P05645,Project_HJO4BY,Urban Development,"Cape Town, South Africa",Completed,1089814
P05646,Project_BQAN1U,Urban Development,"Scotland, UK",Proposed,1094717
P05647,Project_FK3P4C,Urban Development,"Delhi, India",Ongoing,4644275
P05648,Project_W11Z4Q,Urban Development,"Tokyo, Japan",Ongoing,4046745
P05649,Project_EBQRDZ,Water Management,"Scotland, UK",Ongoing,7935339
P05650,Project_TGOOSJ,Sustainable Agriculture,"California, US",Ongoing,1530907
P05651,Project_TRMYCO,Urban Development,"Cape Town, South Africa",Proposed,8835166
P05652,Project_5SOSTP,Sustainable Agriculture,"Delhi, India",Completed,1424230
P05653,Project_HPS37A,Water Management,"Tokyo, Japan",Completed,2416725
P05654,Project_DPPVIG,Renewable Energy,"Cape Town, South Africa",Ongoing,1080393
P05655,Project_AGD898,Sustainable Agriculture,"Tokyo, Japan",Completed,1761886
P05656,Project_MC5IP7,Renewable Energy,"Cape Town, South Africa",Proposed,1537966
P05657,Project_86A747,Water Management,"Delhi, India",Completed,4147063
P05658,Project_FA6RPL,Renewable Energy,"Tokyo, Japan",Proposed,5869582
P05659,Project_X5SSK7,Urban Development,"Scotland, UK",Completed,8420231
P05660,Project_6F11KC,Urban Development,"California, US",Proposed,7714086
P05661,Project_03EV4A,Sustainable Agriculture,"Cape Town, South Africa",Completed,5403433
P05662,Project_3AJF7W,Renewable Energy,"Delhi, India",Completed,8540769
P05663,Project_GXV3N7,Renewable Energy,"Delhi, India",Ongoing,8612913
P05664,Project_MV6J5F,Sustainable Agriculture,"Tokyo, Japan",Proposed,3632401
P05665,Project_Y51JPO,Urban Development,"California, US",Completed,3775349
P05666,Project_ZPHATQ,Renewable Energy,"California, US",Completed,5078943
P05667,Project_9LTH4S,Water Management,"Delhi, India",Proposed,1523809
P05668,Project_PQVGDM,Renewable Energy,"California, US",Proposed,3656190
P05669,Project_9NCW54,Urban Development,"Cape Town, South Africa",Ongoing,9587279
P05670,Project_IUFO6C,Urban Development,"Scotland, UK",Proposed,5963043
P05671,Project_EV9JKL,Sustainable Agriculture,"Cape Town, South Africa",Completed,7853679
P05672,Project_DTXI79,Urban Development,"Scotland, UK",Proposed,4790019
P05673,Project_XVJ5LV,Sustainable Agriculture,"Delhi, India",Proposed,4075956
P05674,Project_JVVMBS,Water Management,"California, US",Ongoing,2537786
P05675,Project_4OUC2Y,Water Management,"Scotland, UK",Proposed,7112693
P05676,Project_S7IKE5,Sustainable Agriculture,"California, US",Completed,9756730
P05677,Project_YGL3JO,Urban Development,"Tokyo, Japan",Completed,9855298
P05678,Project_HAWKXB,Sustainable Agriculture,"Cape Town, South Africa",Proposed,1280496
P05679,Project_HDQECQ,Urban Development,"Scotland, UK",Proposed,9825845
P05680,Project_OC2M1W,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,6299620
P05681,Project_ZPIT66,Renewable Energy,"California, US",Proposed,7122613
P05682,Project_EKFN4J,Renewable Energy,"California, US",Ongoing,5616061
P05683,Project_M2264T,Renewable Energy,"Delhi, India",Completed,5701462
P05684,Project_V8SQ36,Renewable Energy,"Delhi, India",Ongoing,2518854
P05685,Project_D2WVWY,Water Management,"Scotland, UK",Proposed,8604995
P05686,Project_5B3E91,Sustainable Agriculture,"Tokyo, Japan",Ongoing,9020944
P05687,Project_EQNV4E,Urban Development,"Tokyo, Japan",Proposed,4577958
P05688,Project_8LFFU5,Sustainable Agriculture,"Tokyo, Japan",Completed,1368580
P05689,Project_58L90B,Water Management,"Cape Town, South Africa",Ongoing,6878970
P05690,Project_YM1IUO,Renewable Energy,"Delhi, India",Completed,8760052
P05691,Project_B4OMGY,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,4025620
P05692,Project_EYEAJI,Water Management,"Delhi, India",Proposed,2194295
P05693,Project_CWCD0K,Urban Development,"Tokyo, Japan",Proposed,8521183
P05694,Project_H3HNN9,Sustainable Agriculture,"Scotland, UK",Completed,6485683
P05695,Project_3YOZTM,Urban Development,"Tokyo, Japan",Proposed,3303398
P05696,Project_LMCFWL,Water Management,"Cape Town, South Africa",Proposed,3373125
P05697,Project_F91DJD,Urban Development,"California, US",Completed,5749731
P05698,Project_17OBEI,Renewable Energy,"Cape Town, South Africa",Proposed,8489808
P05699,Project_V832EE,Water Management,"Cape Town, South Africa",Proposed,6271729
P05700,Project_VB6QHO,Water Management,"Delhi, India",Completed,7747143
P05701,Project_Z7FWRY,Water Management,"Tokyo, Japan",Ongoing,8921990
P05702,Project_VJ1NMX,Water Management,"California, US",Proposed,8598250
P05703,Project_Z71HA5,Renewable Energy,"Tokyo, Japan",Ongoing,5914672
P05704,Project_NRA89J,Water Management,"Delhi, India",Proposed,1102078
P05705,Project_FJOU6K,Renewable Energy,"Scotland, UK",Ongoing,2939261
P05706,Project_WD8CZK,Renewable Energy,"Delhi, India",Ongoing,2602306
P05707,Project_WURJCG,Sustainable Agriculture,"Scotland, UK",Ongoing,8530717
P05708,Project_OSHDF7,Urban Development,"Delhi, India",Ongoing,9225995
P05709,Project_7M0N4H,Renewable Energy,"Tokyo, Japan",Completed,4168674
P05710,Project_9WFVHB,Renewable Energy,"Delhi, India",Proposed,2877992
P05711,Project_01FT3U,Renewable Energy,"Scotland, UK",Ongoing,8430171
P05712,Project_2X1Q2F,Urban Development,"Delhi, India",Completed,5737718
P05713,Project_H3KI8Z,Sustainable Agriculture,"Scotland, UK",Proposed,3432375
P05714,Project_ZSOP2P,Sustainable Agriculture,"Delhi, India",Proposed,9086618
P05715,Project_7KEM1F,Water Management,"California, US",Ongoing,8066465
P05716,Project_71NXRZ,Renewable Energy,"Cape Town, South Africa",Proposed,5029324
P05717,Project_0DE2GK,Sustainable Agriculture,"Scotland, UK",Proposed,2485493
P05718,Project_N36Z94,Sustainable Agriculture,"Tokyo, Japan",Completed,5449312
P05719,Project_9DIKPU,Water Management,"Scotland, UK",Completed,3517706
P05720,Project_NOVJFS,Urban Development,"California, US",Ongoing,6659576
P05721,Project_XYZDYQ,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,5869558
P05722,Project_STK54F,Sustainable Agriculture,"Scotland, UK",Completed,1534359
P05723,Project_H6EIF7,Renewable Energy,"Scotland, UK",Completed,6876361
P05724,Project_J3B9MO,Renewable Energy,"Scotland, UK",Completed,8080887
P05725,Project_G6W8K5,Urban Development,"Tokyo, Japan",Completed,3334010
P05726,Project_2YKBSW,Sustainable Agriculture,"Cape Town, South Africa",Proposed,9443407
P05727,Project_GVEEEA,Sustainable Agriculture,"California, US",Completed,1969879
P05728,Project_0P7AIH,Water Management,"California, US",Proposed,2879975
P05729,Project_QK9KFT,Water Management,"Scotland, UK",Proposed,2965025
P05730,Project_RGDTIE,Urban Development,"Cape Town, South Africa",Completed,3722920
P05731,Project_XQ2C9R,Sustainable Agriculture,"Tokyo, Japan",Proposed,3793802
P05732,Project_7AA4XH,Water Management,"California, US",Proposed,7723268
P05733,Project_W4AXAV,Sustainable Agriculture,"California, US",Ongoing,5271043
P05734,Project_D07KK5,Sustainable Agriculture,"Tokyo, Japan",Proposed,3513965
P05735,Project_CZCXWV,Renewable Energy,"Scotland, UK",Proposed,2640068
P05736,Project_NJ0ET9,Urban Development,"California, US",Completed,1812105
P05737,Project_XIQ7XP,Water Management,"Cape Town, South Africa",Proposed,7483073
P05738,Project_WQJZKY,Water Management,"Scotland, UK",Ongoing,2547223
P05739,Project_1ONJPC,Renewable Energy,"California, US",Completed,8511365
P05740,Project_HYAGXY,Urban Development,"Cape Town, South Africa",Ongoing,8591709
P05741,Project_IF4CAO,Urban Development,"California, US",Ongoing,4357085
P05742,Project_JMVDVJ,Urban Development,"Scotland, UK",Ongoing,3002147
P05743,Project_YMFYF3,Renewable Energy,"Scotland, UK",Proposed,6631865
P05744,Project_FSPD5M,Water Management,"California, US",Proposed,4530129
P05745,Project_UKIC5Y,Renewable Energy,"California, US",Ongoing,9264031
P05746,Project_O5H0KP,Renewable Energy,"Delhi, India",Completed,1980386
P05747,Project_ORGEK3,Water Management,"California, US",Completed,9429367
P05748,Project_U3SP3V,Renewable Energy,"Scotland, UK",Completed,7117450
P05749,Project_PMIKOP,Water Management,"Tokyo, Japan",Completed,1915858
